date,settlement_period,capacity
12-Oct-21,34,31765
12-Oct-21,35,32894
12-Oct-21,36,33557
12-Oct-21,37,33728
12-Oct-21,38,33916
12-Oct-21,39,33363
12-Oct-21,40,32681
12-Oct-21,41,31295
12-Oct-21,42,30136
12-Oct-21,43,29066
12-Oct-21,44,27776
12-Oct-21,45,26345
12-Oct-21,46,24696
12-Oct-21,47,23061
12-Oct-21,48,21799
13-Oct-21,1,20936
13-Oct-21,2,20399
13-Oct-21,3,20320
13-Oct-21,4,20535
13-Oct-21,5,20268
13-Oct-21,6,19930
13-Oct-21,7,19759
13-Oct-21,8,19665
13-Oct-21,9,19622
13-Oct-21,10,19515
13-Oct-21,11,20102
13-Oct-21,12,20973
13-Oct-21,13,23546
13-Oct-21,14,25997
13-Oct-21,15,28534
13-Oct-21,16,29615
13-Oct-21,17,30297
13-Oct-21,18,30186
13-Oct-21,19,30233
13-Oct-21,20,30011
13-Oct-21,21,29891
13-Oct-21,22,29471
13-Oct-21,23,29030
13-Oct-21,24,28778
13-Oct-21,25,28859
13-Oct-21,26,28843
13-Oct-21,27,28391
13-Oct-21,28,28151
13-Oct-21,29,28582
13-Oct-21,30,28341
13-Oct-21,31,29115
13-Oct-21,32,29897
13-Oct-21,33,30556
13-Oct-21,34,31404
13-Oct-21,35,32680
13-Oct-21,36,32948
13-Oct-21,37,33500
13-Oct-21,38,33922
13-Oct-21,39,33721
13-Oct-21,40,32880
13-Oct-21,41,31774
13-Oct-21,42,30324
13-Oct-21,43,28809
13-Oct-21,44,27532
13-Oct-21,45,26002
13-Oct-21,46,24265
13-Oct-21,47,22712
13-Oct-21,48,21355
14-Oct-21,1,20484
14-Oct-21,2,20126
14-Oct-21,3,20028
14-Oct-21,4,20002
14-Oct-21,5,19739
14-Oct-21,6,19362
14-Oct-21,7,19207
14-Oct-21,8,18877
14-Oct-21,9,18803
14-Oct-21,10,18856
14-Oct-21,11,19319
14-Oct-21,12,20419
14-Oct-21,13,22833
14-Oct-21,14,25237
14-Oct-21,15,27772
14-Oct-21,16,29131
14-Oct-21,17,29777
14-Oct-21,18,29711
14-Oct-21,19,29618
14-Oct-21,20,29269
14-Oct-21,21,28977
14-Oct-21,22,28485
14-Oct-21,23,28080
14-Oct-21,24,27822
14-Oct-21,25,28044
14-Oct-21,26,27852
14-Oct-21,27,27779
14-Oct-21,28,27468
14-Oct-21,29,27518
14-Oct-21,30,27604
14-Oct-21,31,27683
14-Oct-21,32,28361
14-Oct-21,33,29217
14-Oct-21,34,30630
14-Oct-21,35,31505
14-Oct-21,36,32257
14-Oct-21,37,32749
14-Oct-21,38,33099
14-Oct-21,39,32669
14-Oct-21,40,31624
14-Oct-21,41,30352
14-Oct-21,42,29070
14-Oct-21,43,27930
14-Oct-21,44,26497
14-Oct-21,45,24840
14-Oct-21,46,23294
14-Oct-21,47,21681
14-Oct-21,48,20457
15-Oct-21,1,19657
15-Oct-21,2,19185
15-Oct-21,3,19174
15-Oct-21,4,19521
15-Oct-21,5,19380
15-Oct-21,6,18990
15-Oct-21,7,18770
15-Oct-21,8,18638
15-Oct-21,9,18623
15-Oct-21,10,18744
15-Oct-21,11,19238
15-Oct-21,12,20144
15-Oct-21,13,22527
15-Oct-21,14,25366
15-Oct-21,15,28321
15-Oct-21,16,29690
15-Oct-21,17,30609
15-Oct-21,18,30635
15-Oct-21,19,30927
15-Oct-21,20,30461
15-Oct-21,21,29820
15-Oct-21,22,29162
15-Oct-21,23,28723
15-Oct-21,24,28402
15-Oct-21,25,28389
15-Oct-21,26,28204
15-Oct-21,27,27877
15-Oct-21,28,27432
15-Oct-21,29,27544
15-Oct-21,30,27343
15-Oct-21,31,27564
15-Oct-21,32,28201
15-Oct-21,33,29107
15-Oct-21,34,30072
15-Oct-21,35,31230
15-Oct-21,36,31788
15-Oct-21,37,32508
15-Oct-21,38,32973
15-Oct-21,39,32787
15-Oct-21,40,31713
15-Oct-21,41,30577
15-Oct-21,42,29438
15-Oct-21,43,28717
15-Oct-21,44,27442
15-Oct-21,45,25913
15-Oct-21,46,24620
15-Oct-21,47,23021
15-Oct-21,48,21906
16-Oct-21,1,21041
16-Oct-21,2,20502
16-Oct-21,3,20236
16-Oct-21,4,20390
16-Oct-21,5,20104
16-Oct-21,6,19588
16-Oct-21,7,19230
16-Oct-21,8,18926
16-Oct-21,9,18603
16-Oct-21,10,18664
16-Oct-21,11,18892
16-Oct-21,12,19427
16-Oct-21,13,20599
16-Oct-21,14,21741
16-Oct-21,15,23105
16-Oct-21,16,24358
16-Oct-21,17,25876
16-Oct-21,18,26632
16-Oct-21,19,27184
16-Oct-21,20,27382
16-Oct-21,21,27508
16-Oct-21,22,27219
16-Oct-21,23,27067
16-Oct-21,24,26715
16-Oct-21,25,26366
16-Oct-21,26,25973
16-Oct-21,27,25438
16-Oct-21,28,24801
16-Oct-21,29,24596
16-Oct-21,30,24595
16-Oct-21,31,24809
16-Oct-21,32,25200
16-Oct-21,33,25924
16-Oct-21,34,27051
16-Oct-21,35,28441
16-Oct-21,36,29459
16-Oct-21,37,30486
16-Oct-21,38,30846
16-Oct-21,39,30386
16-Oct-21,40,29368
16-Oct-21,41,28239
16-Oct-21,42,27165
16-Oct-21,43,26137
16-Oct-21,44,25124
16-Oct-21,45,23890
16-Oct-21,46,22733
16-Oct-21,47,21409
16-Oct-21,48,19969
17-Oct-21,1,19208
17-Oct-21,2,18664
17-Oct-21,3,18365
17-Oct-21,4,18449
17-Oct-21,5,18156
17-Oct-21,6,17750
17-Oct-21,7,17416
17-Oct-21,8,17109
17-Oct-21,9,16848
17-Oct-21,10,16629
17-Oct-21,11,16712
17-Oct-21,12,16853
17-Oct-21,13,17534
17-Oct-21,14,18321
17-Oct-21,15,19477
17-Oct-21,16,20548
17-Oct-21,17,21963
17-Oct-21,18,23165
17-Oct-21,19,24441
17-Oct-21,20,25267
17-Oct-21,21,25792
17-Oct-21,22,25950
17-Oct-21,23,25906
17-Oct-21,24,25803
17-Oct-21,25,25826
17-Oct-21,26,25745
17-Oct-21,27,25243
17-Oct-21,28,24759
17-Oct-21,29,24857
17-Oct-21,30,24724
17-Oct-21,31,25027
17-Oct-21,32,25685
17-Oct-21,33,26888
17-Oct-21,34,28369
17-Oct-21,35,29291
17-Oct-21,36,30020
17-Oct-21,37,30717
17-Oct-21,38,31078
17-Oct-21,39,30607
17-Oct-21,40,29604
17-Oct-21,41,28613
17-Oct-21,42,27444
17-Oct-21,43,26273
17-Oct-21,44,24816
17-Oct-21,45,23645
17-Oct-21,46,22286
17-Oct-21,47,20927
17-Oct-21,48,19916
18-Oct-21,1,19162
18-Oct-21,2,18717
18-Oct-21,3,18669
18-Oct-21,4,18916
18-Oct-21,5,18781
18-Oct-21,6,18423
18-Oct-21,7,18214
18-Oct-21,8,18074
18-Oct-21,9,18011
18-Oct-21,10,18100
18-Oct-21,11,18759
18-Oct-21,12,19829
18-Oct-21,13,22152
18-Oct-21,14,24192
18-Oct-21,15,27279
18-Oct-21,16,28873
18-Oct-21,17,30344
18-Oct-21,18,30830
18-Oct-21,19,31318
18-Oct-21,20,31357
18-Oct-21,21,31517
18-Oct-21,22,31448
18-Oct-21,23,31363
18-Oct-21,24,31417
18-Oct-21,25,31657
18-Oct-21,26,31620
18-Oct-21,27,31359
18-Oct-21,28,31347
18-Oct-21,29,31357
18-Oct-21,30,31218
18-Oct-21,31,31054
18-Oct-21,32,31585
18-Oct-21,33,32315
18-Oct-21,34,32897
18-Oct-21,35,33784
18-Oct-21,36,34173
18-Oct-21,37,34555
18-Oct-21,38,34463
18-Oct-21,39,33737
18-Oct-21,40,32692
18-Oct-21,41,31352
18-Oct-21,42,29828
18-Oct-21,43,28371
18-Oct-21,44,26745
18-Oct-21,45,25146
18-Oct-21,46,23695
18-Oct-21,47,22078
18-Oct-21,48,21032
19-Oct-21,1,20137
19-Oct-21,2,19730
19-Oct-21,3,19685
19-Oct-21,4,19911
19-Oct-21,5,19808
19-Oct-21,6,19354
19-Oct-21,7,19069
19-Oct-21,8,18844
19-Oct-21,9,18772
19-Oct-21,10,18705
19-Oct-21,11,19032
19-Oct-21,12,19835
19-Oct-21,13,21916
19-Oct-21,14,24441
19-Oct-21,15,27161
19-Oct-21,16,28803
19-Oct-21,17,29504
19-Oct-21,18,29678
19-Oct-21,19,29996
19-Oct-21,20,30152
19-Oct-21,21,29838
19-Oct-21,22,29626
19-Oct-21,23,29329
19-Oct-21,24,29076
19-Oct-21,25,28780
19-Oct-21,26,28693
19-Oct-21,27,28694
19-Oct-21,28,28447
19-Oct-21,29,28430
19-Oct-21,30,28368
19-Oct-21,31,28754
19-Oct-21,32,29447
19-Oct-21,33,30369
19-Oct-21,34,31090
19-Oct-21,35,31753
19-Oct-21,36,32364
19-Oct-21,37,33020
19-Oct-21,38,32902
19-Oct-21,39,32311
19-Oct-21,40,31252
19-Oct-21,41,29868
19-Oct-21,42,28575
19-Oct-21,43,27232
19-Oct-21,44,25764
19-Oct-21,45,24335
19-Oct-21,46,22749
19-Oct-21,47,21302
19-Oct-21,48,19966
20-Oct-21,1,19185
20-Oct-21,2,18971
20-Oct-21,3,18819
20-Oct-21,4,19125
20-Oct-21,5,18996
20-Oct-21,6,18682
20-Oct-21,7,18420
20-Oct-21,8,18338
20-Oct-21,9,18367
20-Oct-21,10,18577
20-Oct-21,11,19144
20-Oct-21,12,19966
20-Oct-21,13,22400
20-Oct-21,14,24826
20-Oct-21,15,27601
20-Oct-21,16,29319
20-Oct-21,17,30022
20-Oct-21,18,30097
20-Oct-21,19,30257
20-Oct-21,20,29919
20-Oct-21,21,29370
20-Oct-21,22,28720
20-Oct-21,23,27994
20-Oct-21,24,27710
20-Oct-21,25,27881
20-Oct-21,26,27429
20-Oct-21,27,26986
20-Oct-21,28,26512
20-Oct-21,29,26287
20-Oct-21,30,26356
20-Oct-21,31,26785
20-Oct-21,32,27935
20-Oct-21,33,29398
20-Oct-21,34,30942
20-Oct-21,35,32193
20-Oct-21,36,33049
20-Oct-21,37,33735
20-Oct-21,38,33657
20-Oct-21,39,32956
20-Oct-21,40,31625
20-Oct-21,41,30491
20-Oct-21,42,29178
20-Oct-21,43,28348
20-Oct-21,44,26962
20-Oct-21,45,25439
20-Oct-21,46,23859
20-Oct-21,47,22111
20-Oct-21,48,20826
21-Oct-21,1,19913
21-Oct-21,2,19136
21-Oct-21,3,18519
21-Oct-21,4,18595
21-Oct-21,5,18183
21-Oct-21,6,18033
21-Oct-21,7,17907
21-Oct-21,8,17683
21-Oct-21,9,17516
21-Oct-21,10,17526
21-Oct-21,11,18249
21-Oct-21,12,19130
21-Oct-21,13,21741
21-Oct-21,14,24052
21-Oct-21,15,26918
21-Oct-21,16,28746
21-Oct-21,17,29642
21-Oct-21,18,29572
21-Oct-21,19,29433
21-Oct-21,20,28690
21-Oct-21,21,27948
21-Oct-21,22,27269
21-Oct-21,23,26674
21-Oct-21,24,26260
21-Oct-21,25,26178
21-Oct-21,26,25759
21-Oct-21,27,25431
21-Oct-21,28,25291
21-Oct-21,29,25588
21-Oct-21,30,25799
21-Oct-21,31,26258
21-Oct-21,32,27460
21-Oct-21,33,29090
21-Oct-21,34,30946
21-Oct-21,35,32473
21-Oct-21,36,33366
21-Oct-21,37,34459
21-Oct-21,38,35025
21-Oct-21,39,34636
21-Oct-21,40,33576
21-Oct-21,41,32122
21-Oct-21,42,30725
21-Oct-21,43,29214
21-Oct-21,44,27461
21-Oct-21,45,25932
21-Oct-21,46,24255
21-Oct-21,47,22611
21-Oct-21,48,21274
22-Oct-21,1,20255
22-Oct-21,2,19638
22-Oct-21,3,19540
22-Oct-21,4,19783
22-Oct-21,5,19574
22-Oct-21,6,19095
22-Oct-21,7,18717
22-Oct-21,8,18546
22-Oct-21,9,18375
22-Oct-21,10,18331
22-Oct-21,11,19038
22-Oct-21,12,20006
22-Oct-21,13,22271
22-Oct-21,14,24516
22-Oct-21,15,27486
22-Oct-21,16,28882
22-Oct-21,17,30465
22-Oct-21,18,30816
22-Oct-21,19,30971
22-Oct-21,20,30645
22-Oct-21,21,29710
22-Oct-21,22,29066
22-Oct-21,23,29145
22-Oct-21,24,28919
22-Oct-21,25,28895
22-Oct-21,26,28807
22-Oct-21,27,28508
22-Oct-21,28,28288
22-Oct-21,29,28296
22-Oct-21,30,28692
22-Oct-21,31,29267
22-Oct-21,32,29945
22-Oct-21,33,30418
22-Oct-21,34,31365
22-Oct-21,35,32146
22-Oct-21,36,32833
22-Oct-21,37,33744
22-Oct-21,38,33679
22-Oct-21,39,33228
22-Oct-21,40,32823
22-Oct-21,41,31437
22-Oct-21,42,30368
22-Oct-21,43,29529
22-Oct-21,44,28241
22-Oct-21,45,26852
22-Oct-21,46,25206
22-Oct-21,47,23747
22-Oct-21,48,22633
23-Oct-21,1,21739
23-Oct-21,2,20999
23-Oct-21,3,20851
23-Oct-21,4,21092
23-Oct-21,5,20787
23-Oct-21,6,20342
23-Oct-21,7,20030
23-Oct-21,8,19665
23-Oct-21,9,19424
23-Oct-21,10,19211
23-Oct-21,11,19302
23-Oct-21,12,19752
23-Oct-21,13,20955
23-Oct-21,14,22003
23-Oct-21,15,23631
23-Oct-21,16,24731
23-Oct-21,17,26111
23-Oct-21,18,26840
23-Oct-21,19,27547
23-Oct-21,20,27799
23-Oct-21,21,27817
23-Oct-21,22,27519
23-Oct-21,23,27386
23-Oct-21,24,27166
23-Oct-21,25,27011
23-Oct-21,26,26818
23-Oct-21,27,26549
23-Oct-21,28,26182
23-Oct-21,29,26132
23-Oct-21,30,26098
23-Oct-21,31,26090
23-Oct-21,32,26494
23-Oct-21,33,27242
23-Oct-21,34,28237
23-Oct-21,35,29308
23-Oct-21,36,30204
23-Oct-21,37,31115
23-Oct-21,38,31008
23-Oct-21,39,30398
23-Oct-21,40,29122
23-Oct-21,41,27836
23-Oct-21,42,26922
23-Oct-21,43,25876
23-Oct-21,44,24793
23-Oct-21,45,23503
23-Oct-21,46,22303
23-Oct-21,47,20859
23-Oct-21,48,19800
24-Oct-21,1,18860
24-Oct-21,2,18355
24-Oct-21,3,18081
24-Oct-21,4,18210
24-Oct-21,5,17970
24-Oct-21,6,17508
24-Oct-21,7,17191
24-Oct-21,8,16880
24-Oct-21,9,16679
24-Oct-21,10,16505
24-Oct-21,11,16499
24-Oct-21,12,16709
24-Oct-21,13,17530
24-Oct-21,14,18320
24-Oct-21,15,19350
24-Oct-21,16,20019
24-Oct-21,17,21427
24-Oct-21,18,22347
24-Oct-21,19,23489
24-Oct-21,20,23960
24-Oct-21,21,24280
24-Oct-21,22,24497
24-Oct-21,23,24644
24-Oct-21,24,24813
24-Oct-21,25,25124
24-Oct-21,26,25130
24-Oct-21,27,24932
24-Oct-21,28,25017
24-Oct-21,29,25205
24-Oct-21,30,25183
24-Oct-21,31,25603
24-Oct-21,32,26463
24-Oct-21,33,27482
24-Oct-21,34,28323
24-Oct-21,35,29254
24-Oct-21,36,30075
24-Oct-21,37,30707
24-Oct-21,38,30700
24-Oct-21,39,30222
24-Oct-21,40,28928
24-Oct-21,41,27861
24-Oct-21,42,26688
24-Oct-21,43,25517
24-Oct-21,44,24242
24-Oct-21,45,22912
24-Oct-21,46,21707
24-Oct-21,47,20510
24-Oct-21,48,19372
25-Oct-21,1,18578
25-Oct-21,2,18176
25-Oct-21,3,18332
25-Oct-21,4,18708
25-Oct-21,5,18739
25-Oct-21,6,18426
25-Oct-21,7,18133
25-Oct-21,8,17975
25-Oct-21,9,17940
25-Oct-21,10,18007
25-Oct-21,11,18583
25-Oct-21,12,19648
25-Oct-21,13,21645
25-Oct-21,14,23774
25-Oct-21,15,26434
25-Oct-21,16,28198
25-Oct-21,17,29620
25-Oct-21,18,30257
25-Oct-21,19,30453
25-Oct-21,20,30150
25-Oct-21,21,29351
25-Oct-21,22,28790
25-Oct-21,23,28432
25-Oct-21,24,28117
25-Oct-21,25,28122
25-Oct-21,26,28035
25-Oct-21,27,27759
25-Oct-21,28,27541
25-Oct-21,29,27328
25-Oct-21,30,27419
25-Oct-21,31,27639
25-Oct-21,32,28261
25-Oct-21,33,29245
25-Oct-21,34,30626
25-Oct-21,35,32338
25-Oct-21,36,33837
25-Oct-21,37,34995
25-Oct-21,38,34957
25-Oct-21,39,34339
25-Oct-21,40,33261
25-Oct-21,41,31972
25-Oct-21,42,30506
25-Oct-21,43,29418
25-Oct-21,44,27823
25-Oct-21,45,26251
25-Oct-21,46,24563
25-Oct-21,47,22986
25-Oct-21,48,21660
26-Oct-21,1,20717
26-Oct-21,2,20243
26-Oct-21,3,20010
26-Oct-21,4,20350
26-Oct-21,5,20090
26-Oct-21,6,19758
26-Oct-21,7,19321
26-Oct-21,8,19102
26-Oct-21,9,19071
26-Oct-21,10,19052
26-Oct-21,11,19576
26-Oct-21,12,20582
26-Oct-21,13,22572
26-Oct-21,14,24600
26-Oct-21,15,26855
26-Oct-21,16,28339
26-Oct-21,17,29593
26-Oct-21,18,30273
26-Oct-21,19,30815
26-Oct-21,20,30589
26-Oct-21,21,30362
26-Oct-21,22,30160
26-Oct-21,23,29953
26-Oct-21,24,29697
26-Oct-21,25,29867
26-Oct-21,26,29691
26-Oct-21,27,29556
26-Oct-21,28,29075
26-Oct-21,29,28884
26-Oct-21,30,28834
26-Oct-21,31,28855
26-Oct-21,32,29395
26-Oct-21,33,30351
26-Oct-21,34,31164
26-Oct-21,35,32305
26-Oct-21,36,33187
26-Oct-21,37,34072
26-Oct-21,38,33769
26-Oct-21,39,32662
26-Oct-21,40,31306
26-Oct-21,41,29961
26-Oct-21,42,28556
26-Oct-21,43,27162
26-Oct-21,44,25690
26-Oct-21,45,24137
26-Oct-21,46,22481
26-Oct-21,47,20833
26-Oct-21,48,19581
27-Oct-21,1,18691
27-Oct-21,2,18212
27-Oct-21,3,18087
27-Oct-21,4,18383
27-Oct-21,5,18169
27-Oct-21,6,17799
27-Oct-21,7,17419
27-Oct-21,8,17153
27-Oct-21,9,17107
27-Oct-21,10,17078
27-Oct-21,11,17585
27-Oct-21,12,18461
27-Oct-21,13,20486
27-Oct-21,14,22275
27-Oct-21,15,24518
27-Oct-21,16,26221
27-Oct-21,17,27714
27-Oct-21,18,28392
27-Oct-21,19,29222
27-Oct-21,20,29429
27-Oct-21,21,29301
27-Oct-21,22,29151
27-Oct-21,23,29068
27-Oct-21,24,28880
27-Oct-21,25,28956
27-Oct-21,26,28794
27-Oct-21,27,28569
27-Oct-21,28,28202
27-Oct-21,29,28007
27-Oct-21,30,27864
27-Oct-21,31,27970
27-Oct-21,32,28486
27-Oct-21,33,29027
27-Oct-21,34,29990
27-Oct-21,35,31049
27-Oct-21,36,31640
27-Oct-21,37,32495
27-Oct-21,38,32140
27-Oct-21,39,31299
27-Oct-21,40,30362
27-Oct-21,41,29064
27-Oct-21,42,27805
27-Oct-21,43,26504
27-Oct-21,44,25189
27-Oct-21,45,23580
27-Oct-21,46,22107
27-Oct-21,47,20571
27-Oct-21,48,19512
28-Oct-21,1,18625
28-Oct-21,2,18109
28-Oct-21,3,17963
28-Oct-21,4,18215
28-Oct-21,5,18041
28-Oct-21,6,17715
28-Oct-21,7,17343
28-Oct-21,8,17158
28-Oct-21,9,17087
28-Oct-21,10,17034
28-Oct-21,11,17680
28-Oct-21,12,18438
28-Oct-21,13,20186
28-Oct-21,14,22108
28-Oct-21,15,24363
28-Oct-21,16,25782
28-Oct-21,17,27601
28-Oct-21,18,28132
28-Oct-21,19,28856
28-Oct-21,20,28904
28-Oct-21,21,28803
28-Oct-21,22,28699
28-Oct-21,23,28408
28-Oct-21,24,28369
28-Oct-21,25,28645
28-Oct-21,26,28452
28-Oct-21,27,28354
28-Oct-21,28,28165
28-Oct-21,29,28176
28-Oct-21,30,28148
28-Oct-21,31,28348
28-Oct-21,32,28852
28-Oct-21,33,29714
28-Oct-21,34,30562
28-Oct-21,35,31516
28-Oct-21,36,32511
28-Oct-21,37,33127
28-Oct-21,38,32605
28-Oct-21,39,32040
28-Oct-21,40,31348
28-Oct-21,41,30107
28-Oct-21,42,29277
28-Oct-21,43,28114
28-Oct-21,44,26682
28-Oct-21,45,25272
28-Oct-21,46,23926
28-Oct-21,47,22371
28-Oct-21,48,21045
29-Oct-21,1,20117
29-Oct-21,2,19595
29-Oct-21,3,19490
29-Oct-21,4,19860
29-Oct-21,5,19553
29-Oct-21,6,19022
29-Oct-21,7,18759
29-Oct-21,8,18567
29-Oct-21,9,18357
29-Oct-21,10,18243
29-Oct-21,11,18823
29-Oct-21,12,19586
29-Oct-21,13,21414
29-Oct-21,14,23006
29-Oct-21,15,25118
29-Oct-21,16,26800
29-Oct-21,17,28484
29-Oct-21,18,29115
29-Oct-21,19,29637
29-Oct-21,20,29473
29-Oct-21,21,29143
29-Oct-21,22,28712
29-Oct-21,23,28389
29-Oct-21,24,28157
29-Oct-21,25,28225
29-Oct-21,26,27978
29-Oct-21,27,27561
29-Oct-21,28,27056
29-Oct-21,29,26917
29-Oct-21,30,26784
29-Oct-21,31,27092
29-Oct-21,32,27590
29-Oct-21,33,28447
29-Oct-21,34,29717
29-Oct-21,35,31291
29-Oct-21,36,32373
29-Oct-21,37,33094
29-Oct-21,38,33056
29-Oct-21,39,32477
29-Oct-21,40,31427
29-Oct-21,41,30021
29-Oct-21,42,28760
29-Oct-21,43,27749
29-Oct-21,44,26249
29-Oct-21,45,24776
29-Oct-21,46,23408
29-Oct-21,47,22067
29-Oct-21,48,20818
30-Oct-21,1,19834
30-Oct-21,2,19248
30-Oct-21,3,19017
30-Oct-21,4,19203
30-Oct-21,5,19026
30-Oct-21,6,18570
30-Oct-21,7,17912
30-Oct-21,8,17716
30-Oct-21,9,17615
30-Oct-21,10,17581
30-Oct-21,11,18005
30-Oct-21,12,18467
30-Oct-21,13,19518
30-Oct-21,14,20478
30-Oct-21,15,22028
30-Oct-21,16,23289
30-Oct-21,17,24705
30-Oct-21,18,25688
30-Oct-21,19,26812
30-Oct-21,20,27065
30-Oct-21,21,26879
30-Oct-21,22,26656
30-Oct-21,23,26134
30-Oct-21,24,25294
30-Oct-21,25,24673
30-Oct-21,26,24207
30-Oct-21,27,23781
30-Oct-21,28,23442
30-Oct-21,29,23266
30-Oct-21,30,23466
30-Oct-21,31,24073
30-Oct-21,32,24735
30-Oct-21,33,26025
30-Oct-21,34,27420
30-Oct-21,35,29128
30-Oct-21,36,30342
30-Oct-21,37,31296
30-Oct-21,38,30923
30-Oct-21,39,30305
30-Oct-21,40,29566
30-Oct-21,41,28574
30-Oct-21,42,27608
30-Oct-21,43,26706
30-Oct-21,44,25601
30-Oct-21,45,24462
30-Oct-21,46,23104
30-Oct-21,47,21991
30-Oct-21,48,21107
31-Oct-21,1,20045
31-Oct-21,2,19295
31-Oct-21,3,19057
31-Oct-21,4,19285
31-Oct-21,5,19003
31-Oct-21,6,18349
31-Oct-21,7,17844
31-Oct-21,8,17453
31-Oct-21,9,17142
31-Oct-21,10,16881
31-Oct-21,11,16657
31-Oct-21,12,16560
31-Oct-21,13,16551
31-Oct-21,14,16689
31-Oct-21,15,17601
31-Oct-21,16,18495
31-Oct-21,17,19745
31-Oct-21,18,20841
31-Oct-21,19,22535
31-Oct-21,20,23658
31-Oct-21,21,24550
31-Oct-21,22,24997
31-Oct-21,23,25057
31-Oct-21,24,25096
31-Oct-21,25,25155
31-Oct-21,26,25129
31-Oct-21,27,25279
31-Oct-21,28,25000
31-Oct-21,29,24625
31-Oct-21,30,24415
31-Oct-21,31,24651
31-Oct-21,32,25104
31-Oct-21,33,26085
31-Oct-21,34,27160
31-Oct-21,35,28554
31-Oct-21,36,30085
31-Oct-21,37,31111
31-Oct-21,38,30829
31-Oct-21,39,30307
31-Oct-21,40,29567
31-Oct-21,41,28703
31-Oct-21,42,27584
31-Oct-21,43,26815
31-Oct-21,44,25697
31-Oct-21,45,24720
31-Oct-21,46,23522
31-Oct-21,47,22163
31-Oct-21,48,20938
31-Oct-21,49,19727
31-Oct-21,50,19018
01-Nov-21,1,18688
01-Nov-21,2,18919
01-Nov-21,3,18720
01-Nov-21,4,18206
01-Nov-21,5,17588
01-Nov-21,6,17218
01-Nov-21,7,17045
01-Nov-21,8,16797
01-Nov-21,9,16860
01-Nov-21,10,17177
01-Nov-21,11,18051
01-Nov-21,12,19283
01-Nov-21,13,21917
01-Nov-21,14,24361
01-Nov-21,15,26794
01-Nov-21,16,28165
01-Nov-21,17,28775
01-Nov-21,18,28778
01-Nov-21,19,28852
01-Nov-21,20,28719
01-Nov-21,21,28413
01-Nov-21,22,28440
01-Nov-21,23,28582
01-Nov-21,24,28791
01-Nov-21,25,29188
01-Nov-21,26,29191
01-Nov-21,27,29505
01-Nov-21,28,29451
01-Nov-21,29,29764
01-Nov-21,30,30382
01-Nov-21,31,31137
01-Nov-21,32,32623
01-Nov-21,33,33901
01-Nov-21,34,35839
01-Nov-21,35,37265
01-Nov-21,36,37452
01-Nov-21,37,37086
01-Nov-21,38,36348
01-Nov-21,39,35616
01-Nov-21,40,34389
01-Nov-21,41,32930
01-Nov-21,42,31521
01-Nov-21,43,30206
01-Nov-21,44,28644
01-Nov-21,45,27010
01-Nov-21,46,25339
01-Nov-21,47,23780
01-Nov-21,48,22955
02-Nov-21,1,22503
02-Nov-21,2,22578
02-Nov-21,3,22345
02-Nov-21,4,21705
02-Nov-21,5,21479
02-Nov-21,6,21066
02-Nov-21,7,20846
02-Nov-21,8,20662
02-Nov-21,9,20457
02-Nov-21,10,20721
02-Nov-21,11,21591
02-Nov-21,12,22794
02-Nov-21,13,25277
02-Nov-21,14,27922
02-Nov-21,15,30268
02-Nov-21,16,30941
02-Nov-21,17,31725
02-Nov-21,18,31682
02-Nov-21,19,31634
02-Nov-21,20,31199
02-Nov-21,21,30073
02-Nov-21,22,29869
02-Nov-21,23,29757
02-Nov-21,24,29693
02-Nov-21,25,29666
02-Nov-21,26,29099
02-Nov-21,27,29791
02-Nov-21,28,30241
02-Nov-21,29,30686
02-Nov-21,30,30507
02-Nov-21,31,31490
02-Nov-21,32,32940
02-Nov-21,33,33868
02-Nov-21,34,35810
02-Nov-21,35,37159
02-Nov-21,36,37397
02-Nov-21,37,37127
02-Nov-21,38,36407
02-Nov-21,39,35839
02-Nov-21,40,35188
02-Nov-21,41,34062
02-Nov-21,42,32780
02-Nov-21,43,31325
02-Nov-21,44,29990
02-Nov-21,45,28228
02-Nov-21,46,26185
02-Nov-21,47,24510
02-Nov-21,48,23576
03-Nov-21,1,23136
03-Nov-21,2,23246
03-Nov-21,3,23045
03-Nov-21,4,22652
03-Nov-21,5,22326
03-Nov-21,6,21945
03-Nov-21,7,21624
03-Nov-21,8,21415
03-Nov-21,9,21311
03-Nov-21,10,21500
03-Nov-21,11,22330
03-Nov-21,12,23381
03-Nov-21,13,26002
03-Nov-21,14,28496
03-Nov-21,15,30462
03-Nov-21,16,31540
03-Nov-21,17,32164
03-Nov-21,18,32120
03-Nov-21,19,32238
03-Nov-21,20,31993
03-Nov-21,21,31893
03-Nov-21,22,31646
03-Nov-21,23,31495
03-Nov-21,24,32011
03-Nov-21,25,32131
03-Nov-21,26,31936
03-Nov-21,27,31806
03-Nov-21,28,32125
03-Nov-21,29,32668
03-Nov-21,30,32962
03-Nov-21,31,33056
03-Nov-21,32,33882
03-Nov-21,33,34594
03-Nov-21,34,35885
03-Nov-21,35,37236
03-Nov-21,36,37277
03-Nov-21,37,36894
03-Nov-21,38,36329
03-Nov-21,39,35905
03-Nov-21,40,34955
03-Nov-21,41,33613
03-Nov-21,42,32160
03-Nov-21,43,30789
03-Nov-21,44,28933
03-Nov-21,45,27339
03-Nov-21,46,25320
03-Nov-21,47,23734
03-Nov-21,48,22643
04-Nov-21,1,22338
04-Nov-21,2,22566
04-Nov-21,3,22211
