date,settlement_period,capacity
19-Jun-21,34,23816
19-Jun-21,35,24709
19-Jun-21,36,25264
19-Jun-21,37,25377
19-Jun-21,38,25262
19-Jun-21,39,25279
19-Jun-21,40,25277
19-Jun-21,41,25006
19-Jun-21,42,24545
19-Jun-21,43,24292
19-Jun-21,44,24039
19-Jun-21,45,23545
19-Jun-21,46,22376
19-Jun-21,47,21102
19-Jun-21,48,19935
20-Jun-21,1,19103
20-Jun-21,2,18541
20-Jun-21,3,18143
20-Jun-21,4,17831
20-Jun-21,5,17422
20-Jun-21,6,17066
20-Jun-21,7,16783
20-Jun-21,8,16691
20-Jun-21,9,16375
20-Jun-21,10,16047
20-Jun-21,11,16159
20-Jun-21,12,16151
20-Jun-21,13,16730
20-Jun-21,14,17041
20-Jun-21,15,17923
20-Jun-21,16,18727
20-Jun-21,17,20072
20-Jun-21,18,21153
20-Jun-21,19,22108
20-Jun-21,20,22928
20-Jun-21,21,23359
20-Jun-21,22,23727
20-Jun-21,23,23788
20-Jun-21,24,23555
20-Jun-21,25,23979
20-Jun-21,26,24125
20-Jun-21,27,23875
20-Jun-21,28,23376
20-Jun-21,29,23363
20-Jun-21,30,23298
20-Jun-21,31,23284
20-Jun-21,32,23559
20-Jun-21,33,24272
20-Jun-21,34,24997
20-Jun-21,35,25720
20-Jun-21,36,26011
20-Jun-21,37,26214
20-Jun-21,38,26145
20-Jun-21,39,26362
20-Jun-21,40,26012
20-Jun-21,41,25715
20-Jun-21,42,25219
20-Jun-21,43,24677
20-Jun-21,44,24152
20-Jun-21,45,23492
20-Jun-21,46,22255
20-Jun-21,47,20891
20-Jun-21,48,19623
21-Jun-21,1,18657
21-Jun-21,2,18078
21-Jun-21,3,17710
21-Jun-21,4,17624
21-Jun-21,5,17249
21-Jun-21,6,17035
21-Jun-21,7,16834
21-Jun-21,8,16723
21-Jun-21,9,16709
21-Jun-21,10,16549
21-Jun-21,11,17017
21-Jun-21,12,17808
21-Jun-21,13,19603
21-Jun-21,14,21587
21-Jun-21,15,23991
21-Jun-21,16,25479
21-Jun-21,17,26497
21-Jun-21,18,26785
21-Jun-21,19,27079
21-Jun-21,20,27233
21-Jun-21,21,27123
21-Jun-21,22,27142
21-Jun-21,23,27181
21-Jun-21,24,27239
21-Jun-21,25,27414
21-Jun-21,26,27289
21-Jun-21,27,27140
21-Jun-21,28,26858
21-Jun-21,29,26816
21-Jun-21,30,26772
21-Jun-21,31,27040
21-Jun-21,32,27813
21-Jun-21,33,28190
21-Jun-21,34,28786
21-Jun-21,35,29630
21-Jun-21,36,29986
21-Jun-21,37,30032
21-Jun-21,38,29833
21-Jun-21,39,29573
21-Jun-21,40,28930
21-Jun-21,41,28315
21-Jun-21,42,27547
21-Jun-21,43,26950
21-Jun-21,44,26170
21-Jun-21,45,25201
21-Jun-21,46,23600
21-Jun-21,47,21987
21-Jun-21,48,20734
22-Jun-21,1,19831
22-Jun-21,2,19213
22-Jun-21,3,18897
22-Jun-21,4,18685
22-Jun-21,5,18535
22-Jun-21,6,18228
22-Jun-21,7,18034
22-Jun-21,8,17879
22-Jun-21,9,17846
22-Jun-21,10,17713
22-Jun-21,11,18186
22-Jun-21,12,18839
22-Jun-21,13,20767
22-Jun-21,14,22550
22-Jun-21,15,24662
22-Jun-21,16,25901
22-Jun-21,17,26204
22-Jun-21,18,25795
22-Jun-21,19,25802
22-Jun-21,20,25500
22-Jun-21,21,25218
22-Jun-21,22,25089
22-Jun-21,23,25182
22-Jun-21,24,25079
22-Jun-21,25,25269
22-Jun-21,26,25235
22-Jun-21,27,25146
22-Jun-21,28,24777
22-Jun-21,29,24583
22-Jun-21,30,24192
22-Jun-21,31,24259
22-Jun-21,32,24778
22-Jun-21,33,25396
22-Jun-21,34,26336
22-Jun-21,35,27216
22-Jun-21,36,27777
22-Jun-21,37,28118
22-Jun-21,38,28245
22-Jun-21,39,28351
22-Jun-21,40,28020
22-Jun-21,41,27623
22-Jun-21,42,26960
22-Jun-21,43,26392
22-Jun-21,44,25912
22-Jun-21,45,25384
22-Jun-21,46,24049
22-Jun-21,47,22484
22-Jun-21,48,21143
23-Jun-21,1,20273
23-Jun-21,2,19620
23-Jun-21,3,19287
23-Jun-21,4,19171
23-Jun-21,5,18912
23-Jun-21,6,18539
23-Jun-21,7,18406
23-Jun-21,8,18305
23-Jun-21,9,18332
23-Jun-21,10,18163
23-Jun-21,11,18683
23-Jun-21,12,19248
23-Jun-21,13,21053
23-Jun-21,14,22450
23-Jun-21,15,24123
23-Jun-21,16,24936
23-Jun-21,17,25261
23-Jun-21,18,25011
23-Jun-21,19,24763
23-Jun-21,20,24270
23-Jun-21,21,23673
23-Jun-21,22,23338
23-Jun-21,23,23161
23-Jun-21,24,23309
23-Jun-21,25,23571
23-Jun-21,26,23367
23-Jun-21,27,23043
23-Jun-21,28,22744
23-Jun-21,29,22866
23-Jun-21,30,22777
23-Jun-21,31,22936
23-Jun-21,32,23488
23-Jun-21,33,24213
23-Jun-21,34,24974
23-Jun-21,35,26292
23-Jun-21,36,27028
23-Jun-21,37,27382
23-Jun-21,38,27494
23-Jun-21,39,27794
23-Jun-21,40,27756
23-Jun-21,41,27322
23-Jun-21,42,26844
23-Jun-21,43,26361
23-Jun-21,44,25890
23-Jun-21,45,25518
23-Jun-21,46,24173
23-Jun-21,47,22783
23-Jun-21,48,21542
24-Jun-21,1,20633
24-Jun-21,2,20126
24-Jun-21,3,19604
24-Jun-21,4,19462
24-Jun-21,5,19142
24-Jun-21,6,18888
24-Jun-21,7,18609
24-Jun-21,8,18620
24-Jun-21,9,18644
24-Jun-21,10,18302
24-Jun-21,11,18653
24-Jun-21,12,19337
24-Jun-21,13,21111
24-Jun-21,14,22793
24-Jun-21,15,24380
24-Jun-21,16,25445
24-Jun-21,17,26166
24-Jun-21,18,26352
24-Jun-21,19,26567
24-Jun-21,20,26460
24-Jun-21,21,26373
24-Jun-21,22,26172
24-Jun-21,23,25988
24-Jun-21,24,26092
24-Jun-21,25,26447
24-Jun-21,26,26487
24-Jun-21,27,26280
24-Jun-21,28,25998
24-Jun-21,29,25935
24-Jun-21,30,26066
24-Jun-21,31,26081
24-Jun-21,32,26313
24-Jun-21,33,26718
24-Jun-21,34,27217
24-Jun-21,35,27957
24-Jun-21,36,28386
24-Jun-21,37,28436
24-Jun-21,38,28693
24-Jun-21,39,28619
24-Jun-21,40,28516
24-Jun-21,41,28065
24-Jun-21,42,27590
24-Jun-21,43,27005
24-Jun-21,44,26329
24-Jun-21,45,25386
24-Jun-21,46,24128
24-Jun-21,47,22454
24-Jun-21,48,21265
25-Jun-21,1,20208
25-Jun-21,2,19652
25-Jun-21,3,19048
25-Jun-21,4,18675
25-Jun-21,5,18376
25-Jun-21,6,17965
25-Jun-21,7,17689
25-Jun-21,8,17615
25-Jun-21,9,17546
25-Jun-21,10,17420
25-Jun-21,11,17738
25-Jun-21,12,18529
25-Jun-21,13,20118
25-Jun-21,14,21789
25-Jun-21,15,24297
25-Jun-21,16,25743
25-Jun-21,17,26454
25-Jun-21,18,26565
25-Jun-21,19,27034
25-Jun-21,20,27305
25-Jun-21,21,27176
25-Jun-21,22,26744
25-Jun-21,23,26397
25-Jun-21,24,26158
25-Jun-21,25,26075
25-Jun-21,26,25860
25-Jun-21,27,25393
25-Jun-21,28,24737
25-Jun-21,29,24583
25-Jun-21,30,24137
25-Jun-21,31,24015
25-Jun-21,32,24306
25-Jun-21,33,24911
25-Jun-21,34,25748
25-Jun-21,35,26439
25-Jun-21,36,26948
25-Jun-21,37,27088
25-Jun-21,38,27170
25-Jun-21,39,26716
25-Jun-21,40,26367
25-Jun-21,41,25803
25-Jun-21,42,25362
25-Jun-21,43,24807
25-Jun-21,44,24559
25-Jun-21,45,24244
25-Jun-21,46,23224
25-Jun-21,47,21830
25-Jun-21,48,20704
26-Jun-21,1,19747
26-Jun-21,2,18880
26-Jun-21,3,18490
26-Jun-21,4,18300
26-Jun-21,5,17900
26-Jun-21,6,17497
26-Jun-21,7,17200
26-Jun-21,8,17049
26-Jun-21,9,16927
26-Jun-21,10,16694
26-Jun-21,11,16714
26-Jun-21,12,16912
26-Jun-21,13,17842
26-Jun-21,14,18276
26-Jun-21,15,19183
26-Jun-21,16,19986
26-Jun-21,17,21034
26-Jun-21,18,21682
26-Jun-21,19,22147
26-Jun-21,20,22239
26-Jun-21,21,22102
26-Jun-21,22,21843
26-Jun-21,23,21637
26-Jun-21,24,21522
26-Jun-21,25,21338
26-Jun-21,26,20897
26-Jun-21,27,20513
26-Jun-21,28,20297
26-Jun-21,29,20137
26-Jun-21,30,19767
26-Jun-21,31,19717
26-Jun-21,32,19818
26-Jun-21,33,20436
26-Jun-21,34,21356
26-Jun-21,35,22362
26-Jun-21,36,22949
26-Jun-21,37,23347
26-Jun-21,38,23475
26-Jun-21,39,23832
26-Jun-21,40,23920
26-Jun-21,41,23667
26-Jun-21,42,23510
26-Jun-21,43,23268
26-Jun-21,44,22949
26-Jun-21,45,22751
26-Jun-21,46,21802
26-Jun-21,47,20490
26-Jun-21,48,19276
27-Jun-21,1,18513
27-Jun-21,2,17984
27-Jun-21,3,17499
27-Jun-21,4,17346
27-Jun-21,5,17012
27-Jun-21,6,16547
27-Jun-21,7,16257
27-Jun-21,8,16042
27-Jun-21,9,15839
27-Jun-21,10,15534
27-Jun-21,11,15548
27-Jun-21,12,15584
27-Jun-21,13,16048
27-Jun-21,14,16462
27-Jun-21,15,17225
27-Jun-21,16,18080
27-Jun-21,17,19300
27-Jun-21,18,20323
27-Jun-21,19,21392
27-Jun-21,20,21935
27-Jun-21,21,22473
27-Jun-21,22,22895
27-Jun-21,23,23110
27-Jun-21,24,23434
27-Jun-21,25,23722
27-Jun-21,26,23612
27-Jun-21,27,23452
27-Jun-21,28,23126
27-Jun-21,29,22849
27-Jun-21,30,22645
27-Jun-21,31,22865
27-Jun-21,32,23217
27-Jun-21,33,23902
27-Jun-21,34,24556
27-Jun-21,35,25577
27-Jun-21,36,25925
27-Jun-21,37,26023
27-Jun-21,38,25932
27-Jun-21,39,25733
27-Jun-21,40,25237
27-Jun-21,41,25053
27-Jun-21,42,24677
27-Jun-21,43,24548
27-Jun-21,44,24054
27-Jun-21,45,23500
27-Jun-21,46,22206
27-Jun-21,47,20735
27-Jun-21,48,19441
28-Jun-21,1,18516
28-Jun-21,2,17962
28-Jun-21,3,17764
28-Jun-21,4,17707
28-Jun-21,5,17421
28-Jun-21,6,17122
28-Jun-21,7,16961
28-Jun-21,8,16930
28-Jun-21,9,16974
28-Jun-21,10,17009
28-Jun-21,11,17545
28-Jun-21,12,18405
28-Jun-21,13,20266
28-Jun-21,14,22075
28-Jun-21,15,24731
28-Jun-21,16,25747
28-Jun-21,17,26731
28-Jun-21,18,27268
28-Jun-21,19,27773
28-Jun-21,20,27799
28-Jun-21,21,27714
28-Jun-21,22,27846
28-Jun-21,23,27854
28-Jun-21,24,27691
28-Jun-21,25,27881
28-Jun-21,26,27642
28-Jun-21,27,27154
28-Jun-21,28,26882
28-Jun-21,29,26639
28-Jun-21,30,26625
28-Jun-21,31,26631
28-Jun-21,32,27065
28-Jun-21,33,27776
28-Jun-21,34,28555
28-Jun-21,35,29246
28-Jun-21,36,29710
28-Jun-21,37,29859
28-Jun-21,38,29492
28-Jun-21,39,29371
28-Jun-21,40,28827
28-Jun-21,41,28212
28-Jun-21,42,27870
28-Jun-21,43,27291
28-Jun-21,44,26665
28-Jun-21,45,25681
28-Jun-21,46,24444
28-Jun-21,47,22833
28-Jun-21,48,21542
29-Jun-21,1,20485
29-Jun-21,2,19824
29-Jun-21,3,19389
29-Jun-21,4,19237
29-Jun-21,5,18899
29-Jun-21,6,18570
29-Jun-21,7,18424
29-Jun-21,8,18243
29-Jun-21,9,18216
29-Jun-21,10,18098
29-Jun-21,11,18503
29-Jun-21,12,19286
29-Jun-21,13,21264
29-Jun-21,14,23044
29-Jun-21,15,25061
29-Jun-21,16,26277
29-Jun-21,17,27128
29-Jun-21,18,27526
29-Jun-21,19,27855
29-Jun-21,20,27706
29-Jun-21,21,27542
29-Jun-21,22,27540
29-Jun-21,23,27858
29-Jun-21,24,27586
29-Jun-21,25,27580
29-Jun-21,26,27582
29-Jun-21,27,27389
29-Jun-21,28,26913
29-Jun-21,29,26438
29-Jun-21,30,26183
29-Jun-21,31,26157
29-Jun-21,32,26591
29-Jun-21,33,26796
29-Jun-21,34,27319
29-Jun-21,35,27530
29-Jun-21,36,28100
29-Jun-21,37,27808
29-Jun-21,38,27101
29-Jun-21,39,28097
29-Jun-21,40,28320
29-Jun-21,41,28023
29-Jun-21,42,27369
29-Jun-21,43,26853
29-Jun-21,44,26231
29-Jun-21,45,25373
29-Jun-21,46,23987
29-Jun-21,47,22494
29-Jun-21,48,21055
30-Jun-21,1,20192
30-Jun-21,2,19505
30-Jun-21,3,19079
30-Jun-21,4,18823
30-Jun-21,5,18540
30-Jun-21,6,18129
30-Jun-21,7,17868
30-Jun-21,8,17794
30-Jun-21,9,17718
30-Jun-21,10,17530
30-Jun-21,11,17941
30-Jun-21,12,18717
30-Jun-21,13,20679
30-Jun-21,14,22359
30-Jun-21,15,24562
30-Jun-21,16,25608
30-Jun-21,17,26323
30-Jun-21,18,26280
30-Jun-21,19,26590
30-Jun-21,20,26460
30-Jun-21,21,26851
30-Jun-21,22,26868
30-Jun-21,23,26716
30-Jun-21,24,26500
30-Jun-21,25,26244
30-Jun-21,26,26166
30-Jun-21,27,25889
30-Jun-21,28,25698
30-Jun-21,29,25397
30-Jun-21,30,25382
30-Jun-21,31,25495
30-Jun-21,32,25905
30-Jun-21,33,26323
30-Jun-21,34,26900
30-Jun-21,35,27640
30-Jun-21,36,28047
30-Jun-21,37,28147
30-Jun-21,38,28212
30-Jun-21,39,27936
30-Jun-21,40,27722
30-Jun-21,41,27276
30-Jun-21,42,26803
30-Jun-21,43,26516
30-Jun-21,44,25901
30-Jun-21,45,25618
30-Jun-21,46,24256
30-Jun-21,47,22328
30-Jun-21,48,21184
01-Jul-21,1,20310
01-Jul-21,2,19511
01-Jul-21,3,18979
01-Jul-21,4,18895
01-Jul-21,5,18597
01-Jul-21,6,18449
01-Jul-21,7,18333
01-Jul-21,8,18181
01-Jul-21,9,18157
01-Jul-21,10,17943
01-Jul-21,11,18303
01-Jul-21,12,19026
01-Jul-21,13,20783
01-Jul-21,14,22475
01-Jul-21,15,24537
01-Jul-21,16,25729
01-Jul-21,17,26603
01-Jul-21,18,26714
01-Jul-21,19,26558
01-Jul-21,20,26215
01-Jul-21,21,26183
01-Jul-21,22,25954
01-Jul-21,23,25709
01-Jul-21,24,25556
01-Jul-21,25,25569
01-Jul-21,26,25330
01-Jul-21,27,25013
01-Jul-21,28,24607
01-Jul-21,29,24556
01-Jul-21,30,24259
01-Jul-21,31,24272
01-Jul-21,32,24586
01-Jul-21,33,25161
01-Jul-21,34,26025
01-Jul-21,35,26853
01-Jul-21,36,27252
01-Jul-21,37,27198
01-Jul-21,38,27358
01-Jul-21,39,27985
01-Jul-21,40,28041
01-Jul-21,41,27567
01-Jul-21,42,27179
01-Jul-21,43,26710
01-Jul-21,44,26225
01-Jul-21,45,25603
01-Jul-21,46,24165
01-Jul-21,47,22350
01-Jul-21,48,21156
02-Jul-21,1,20138
02-Jul-21,2,19610
02-Jul-21,3,19291
02-Jul-21,4,18995
02-Jul-21,5,18774
02-Jul-21,6,18493
02-Jul-21,7,18439
02-Jul-21,8,18273
02-Jul-21,9,18241
02-Jul-21,10,18075
02-Jul-21,11,18474
02-Jul-21,12,19033
02-Jul-21,13,20823
02-Jul-21,14,22460
02-Jul-21,15,24350
02-Jul-21,16,25287
02-Jul-21,17,25961
02-Jul-21,18,26173
02-Jul-21,19,26254
02-Jul-21,20,25865
02-Jul-21,21,25548
02-Jul-21,22,25144
02-Jul-21,23,24892
02-Jul-21,24,24938
02-Jul-21,25,25151
02-Jul-21,26,24788
02-Jul-21,27,24525
02-Jul-21,28,24070
02-Jul-21,29,23796
02-Jul-21,30,23592
02-Jul-21,31,23643
02-Jul-21,32,23914
02-Jul-21,33,24609
02-Jul-21,34,25366
02-Jul-21,35,26097
02-Jul-21,36,26634
02-Jul-21,37,26907
02-Jul-21,38,26965
02-Jul-21,39,26969
02-Jul-21,40,26761
02-Jul-21,41,26438
02-Jul-21,42,26122
02-Jul-21,43,25863
02-Jul-21,44,25252
02-Jul-21,45,24780
02-Jul-21,46,23595
02-Jul-21,47,22062
02-Jul-21,48,20953
03-Jul-21,1,19990
03-Jul-21,2,19371
03-Jul-21,3,18835
03-Jul-21,4,18621
03-Jul-21,5,18297
03-Jul-21,6,17719
03-Jul-21,7,17306
03-Jul-21,8,17124
03-Jul-21,9,17167
03-Jul-21,10,16956
03-Jul-21,11,17115
03-Jul-21,12,17364
03-Jul-21,13,18212
03-Jul-21,14,18847
03-Jul-21,15,19959
03-Jul-21,16,21074
03-Jul-21,17,22464
03-Jul-21,18,23411
03-Jul-21,19,24205
03-Jul-21,20,24507
03-Jul-21,21,24765
03-Jul-21,22,24717
03-Jul-21,23,24739
03-Jul-21,24,24679
03-Jul-21,25,24827
03-Jul-21,26,24574
03-Jul-21,27,23953
03-Jul-21,28,23266
03-Jul-21,29,22900
03-Jul-21,30,22616
03-Jul-21,31,22522
03-Jul-21,32,22531
03-Jul-21,33,22983
03-Jul-21,34,23825
03-Jul-21,35,24675
03-Jul-21,36,25038
03-Jul-21,37,25304
03-Jul-21,38,25306
03-Jul-21,39,25246
03-Jul-21,40,24961
03-Jul-21,41,24185
03-Jul-21,42,23930
03-Jul-21,43,23527
03-Jul-21,44,23187
03-Jul-21,45,23167
03-Jul-21,46,22473
03-Jul-21,47,21273
03-Jul-21,48,20277
04-Jul-21,1,19277
04-Jul-21,2,18515
04-Jul-21,3,18190
04-Jul-21,4,18102
04-Jul-21,5,17676
04-Jul-21,6,17259
04-Jul-21,7,17009
04-Jul-21,8,16842
04-Jul-21,9,16702
04-Jul-21,10,16331
04-Jul-21,11,16201
04-Jul-21,12,16178
04-Jul-21,13,16558
04-Jul-21,14,16993
04-Jul-21,15,17668
04-Jul-21,16,18460
04-Jul-21,17,19642
04-Jul-21,18,20502
04-Jul-21,19,21432
04-Jul-21,20,22027
04-Jul-21,21,22430
04-Jul-21,22,22470
04-Jul-21,23,22484
04-Jul-21,24,22552
04-Jul-21,25,22689
04-Jul-21,26,22543
04-Jul-21,27,22452
04-Jul-21,28,22197
04-Jul-21,29,21871
04-Jul-21,30,21771
04-Jul-21,31,21845
04-Jul-21,32,22541
04-Jul-21,33,23235
04-Jul-21,34,24108
04-Jul-21,35,25100
04-Jul-21,36,25477
04-Jul-21,37,25682
04-Jul-21,38,25779
04-Jul-21,39,25657
04-Jul-21,40,25456
04-Jul-21,41,25229
04-Jul-21,42,24805
04-Jul-21,43,24342
04-Jul-21,44,23537
04-Jul-21,45,23204
04-Jul-21,46,22145
04-Jul-21,47,20722
04-Jul-21,48,19584
05-Jul-21,1,18654
05-Jul-21,2,18214
05-Jul-21,3,17899
05-Jul-21,4,17744
05-Jul-21,5,17394
05-Jul-21,6,17132
05-Jul-21,7,16929
05-Jul-21,8,16913
05-Jul-21,9,16978
05-Jul-21,10,16918
05-Jul-21,11,17291
05-Jul-21,12,18110
05-Jul-21,13,19991
05-Jul-21,14,21703
05-Jul-21,15,23505
05-Jul-21,16,24277
05-Jul-21,17,25008
05-Jul-21,18,25093
05-Jul-21,19,25199
05-Jul-21,20,24654
05-Jul-21,21,24505
05-Jul-21,22,24391
05-Jul-21,23,24165
05-Jul-21,24,24129
05-Jul-21,25,24292
05-Jul-21,26,24282
05-Jul-21,27,24225
05-Jul-21,28,24247
05-Jul-21,29,24420
05-Jul-21,30,24527
05-Jul-21,31,24824
05-Jul-21,32,25870
05-Jul-21,33,26847
05-Jul-21,34,27846
05-Jul-21,35,28453
05-Jul-21,36,28875
05-Jul-21,37,28780
05-Jul-21,38,28930
05-Jul-21,39,28876
05-Jul-21,40,28596
05-Jul-21,41,28305
05-Jul-21,42,27602
05-Jul-21,43,26930
05-Jul-21,44,26266
05-Jul-21,45,25091
05-Jul-21,46,23649
05-Jul-21,47,22096
05-Jul-21,48,20983
06-Jul-21,1,20033
06-Jul-21,2,19363
06-Jul-21,3,18634
06-Jul-21,4,18405
06-Jul-21,5,18454
06-Jul-21,6,18190
06-Jul-21,7,17866
06-Jul-21,8,17797
06-Jul-21,9,17726
06-Jul-21,10,17667
06-Jul-21,11,18037
06-Jul-21,12,18701
06-Jul-21,13,20448
06-Jul-21,14,22093
06-Jul-21,15,24280
06-Jul-21,16,25637
06-Jul-21,17,26375
06-Jul-21,18,26303
06-Jul-21,19,26087
06-Jul-21,20,25747
06-Jul-21,21,25389
06-Jul-21,22,25150
06-Jul-21,23,25200
06-Jul-21,24,25289
06-Jul-21,25,25141
06-Jul-21,26,24873
06-Jul-21,27,24640
06-Jul-21,28,24359
06-Jul-21,29,24074
06-Jul-21,30,23695
06-Jul-21,31,23744
06-Jul-21,32,24363
06-Jul-21,33,25015
06-Jul-21,34,25765
06-Jul-21,35,26818
06-Jul-21,36,27398
06-Jul-21,37,27736
06-Jul-21,38,27881
06-Jul-21,39,27781
06-Jul-21,40,27436
06-Jul-21,41,26644
06-Jul-21,42,26321
06-Jul-21,43,25850
06-Jul-21,44,25426
06-Jul-21,45,24785
06-Jul-21,46,23676
06-Jul-21,47,22176
06-Jul-21,48,20684
07-Jul-21,1,19523
07-Jul-21,2,18853
07-Jul-21,3,18548
07-Jul-21,4,18444
07-Jul-21,5,18313
07-Jul-21,6,17965
07-Jul-21,7,17918
07-Jul-21,8,17837
07-Jul-21,9,17811
07-Jul-21,10,17694
07-Jul-21,11,18099
07-Jul-21,12,18837
07-Jul-21,13,20781
07-Jul-21,14,22476
07-Jul-21,15,24908
07-Jul-21,16,26106
07-Jul-21,17,27118
07-Jul-21,18,27283
07-Jul-21,19,27400
07-Jul-21,20,27011
07-Jul-21,21,26391
07-Jul-21,22,26177
07-Jul-21,23,25948
07-Jul-21,24,25917
07-Jul-21,25,26097
07-Jul-21,26,26217
07-Jul-21,27,25888
07-Jul-21,28,25491
07-Jul-21,29,25351
07-Jul-21,30,25051
07-Jul-21,31,24948
07-Jul-21,32,25430
07-Jul-21,33,26130
07-Jul-21,34,27198
07-Jul-21,35,27861
07-Jul-21,36,28168
07-Jul-21,37,28242
07-Jul-21,38,28276
07-Jul-21,39,27976
07-Jul-21,40,27549
07-Jul-21,41,26687
07-Jul-21,42,26247
07-Jul-21,43,25615
07-Jul-21,44,25045
07-Jul-21,45,24737
07-Jul-21,46,23949
07-Jul-21,47,22880
07-Jul-21,48,21428
08-Jul-21,1,20196
08-Jul-21,2,19614
08-Jul-21,3,19253
08-Jul-21,4,19048
08-Jul-21,5,18751
08-Jul-21,6,18351
08-Jul-21,7,18118
08-Jul-21,8,18030
08-Jul-21,9,18074
08-Jul-21,10,17919
08-Jul-21,11,18175
08-Jul-21,12,18793
08-Jul-21,13,20678
08-Jul-21,14,22297
08-Jul-21,15,24157
08-Jul-21,16,25259
08-Jul-21,17,26255
08-Jul-21,18,26458
08-Jul-21,19,26326
08-Jul-21,20,25990
08-Jul-21,21,25676
08-Jul-21,22,25263
08-Jul-21,23,25384
08-Jul-21,24,25383
08-Jul-21,25,25552
08-Jul-21,26,25518
08-Jul-21,27,25486
08-Jul-21,28,25312
08-Jul-21,29,25375
08-Jul-21,30,25122
08-Jul-21,31,25207
08-Jul-21,32,25496
08-Jul-21,33,25877
08-Jul-21,34,26663
08-Jul-21,35,27459
08-Jul-21,36,27662
08-Jul-21,37,27745
08-Jul-21,38,27679
08-Jul-21,39,27671
08-Jul-21,40,27653
08-Jul-21,41,27170
08-Jul-21,42,26806
08-Jul-21,43,26320
08-Jul-21,44,25997
08-Jul-21,45,25549
08-Jul-21,46,24206
08-Jul-21,47,22465
08-Jul-21,48,21529
09-Jul-21,1,20597
09-Jul-21,2,19988
09-Jul-21,3,19529
09-Jul-21,4,19392
09-Jul-21,5,19019
09-Jul-21,6,18733
09-Jul-21,7,18410
09-Jul-21,8,18310
09-Jul-21,9,18282
09-Jul-21,10,18263
09-Jul-21,11,18504
09-Jul-21,12,19188
09-Jul-21,13,20882
09-Jul-21,14,22427
09-Jul-21,15,24431
09-Jul-21,16,25337
09-Jul-21,17,26042
09-Jul-21,18,26045
09-Jul-21,19,26021
09-Jul-21,20,25835
09-Jul-21,21,25648
09-Jul-21,22,25477
09-Jul-21,23,25116
09-Jul-21,24,25245
09-Jul-21,25,25382
09-Jul-21,26,25333
09-Jul-21,27,25295
09-Jul-21,28,25047
09-Jul-21,29,25138
09-Jul-21,30,24979
09-Jul-21,31,24994
09-Jul-21,32,25419
09-Jul-21,33,25459
09-Jul-21,34,26297
09-Jul-21,35,27029
09-Jul-21,36,27328
09-Jul-21,37,27423
09-Jul-21,38,27477
09-Jul-21,39,27363
09-Jul-21,40,27153
09-Jul-21,41,26597
09-Jul-21,42,26144
09-Jul-21,43,25762
09-Jul-21,44,25692
09-Jul-21,45,25062
09-Jul-21,46,23762
09-Jul-21,47,22414
09-Jul-21,48,21369
10-Jul-21,1,20389
10-Jul-21,2,19590
10-Jul-21,3,18993
10-Jul-21,4,18880
10-Jul-21,5,18500
10-Jul-21,6,18127
10-Jul-21,7,17806
10-Jul-21,8,17572
10-Jul-21,9,17477
10-Jul-21,10,17182
10-Jul-21,11,17210
10-Jul-21,12,17454
10-Jul-21,13,18312
10-Jul-21,14,18935
10-Jul-21,15,20019
10-Jul-21,16,20825
10-Jul-21,17,22241
10-Jul-21,18,22904
10-Jul-21,19,23562
10-Jul-21,20,23869
10-Jul-21,21,23919
10-Jul-21,22,23741
10-Jul-21,23,23509
10-Jul-21,24,23636
10-Jul-21,25,23493
10-Jul-21,26,23201
10-Jul-21,27,22949
10-Jul-21,28,22602
10-Jul-21,29,22271
10-Jul-21,30,22211
10-Jul-21,31,22093
10-Jul-21,32,22079
10-Jul-21,33,22454
10-Jul-21,34,23121
10-Jul-21,35,24040
10-Jul-21,36,24481
10-Jul-21,37,24784
10-Jul-21,38,24973
10-Jul-21,39,24989
10-Jul-21,40,25064
10-Jul-21,41,24638
10-Jul-21,42,24357
10-Jul-21,43,24133
10-Jul-21,44,23869
10-Jul-21,45,23615
10-Jul-21,46,22663
10-Jul-21,47,21470
10-Jul-21,48,20511
11-Jul-21,1,19622
11-Jul-21,2,18921
11-Jul-21,3,18484
11-Jul-21,4,18268
11-Jul-21,5,17845
11-Jul-21,6,17341
11-Jul-21,7,17237
11-Jul-21,8,17015
11-Jul-21,9,16801
11-Jul-21,10,16503
11-Jul-21,11,16338
11-Jul-21,12,16252
11-Jul-21,13,16663
11-Jul-21,14,16981
11-Jul-21,15,17495
11-Jul-21,16,18133
11-Jul-21,17,19107
11-Jul-21,18,19826
11-Jul-21,19,20611
11-Jul-21,20,21182
11-Jul-21,21,21565
11-Jul-21,22,21705
11-Jul-21,23,21886
11-Jul-21,24,22089
11-Jul-21,25,22695
11-Jul-21,26,22853
11-Jul-21,27,22755
11-Jul-21,28,22397
11-Jul-21,29,22547
11-Jul-21,30,22518
11-Jul-21,31,22648
11-Jul-21,32,23056
11-Jul-21,33,23571
11-Jul-21,34,24398
11-Jul-21,35,25260
11-Jul-21,36,25577
11-Jul-21,37,25854
11-Jul-21,38,25447
11-Jul-21,39,25549
11-Jul-21,40,25075
11-Jul-21,41,23586
11-Jul-21,42,23303
11-Jul-21,43,23211
11-Jul-21,44,22584
11-Jul-21,45,22568
11-Jul-21,46,21690
11-Jul-21,47,21280
11-Jul-21,48,20303
12-Jul-21,1,19337
12-Jul-21,2,18862
12-Jul-21,3,18457
12-Jul-21,4,18213
12-Jul-21,5,17915
